product_id,product_name,category,brand,seller,seller_city,price,discount_percent,final_price,rating,review_count,stock_available,units_sold,listing_date,delivery_days,weight_g,warranty_months,color,size,return_policy_days,is_returnable,payment_modes,shipping_weight_g,product_score,seller_rating
FKP0040919,Samsung Prime 685,Appliances,Samsung,UrbanRetails,Chennai,52625.24,20,42100.19,1.9,42730,665,3083,2022-04-09,9,364.99,12,Green,N/A,0,False,"COD,UPI,CARD",445.1739289835939,35.0,4.23
FKP0040920,Reebok Ultra 465,Sports,Reebok,ValueKart,Chennai,37667.82,5,35784.43,2.0,15121,944,2332,2018-09-26,2,3214.97,12,Red,One Size,7,True,"UPI,CARD",3618.767458541778,81.11,3.79
FKP0040921,Redmi Prime 556,Mobiles,Redmi,QuickShop,Delhi,47809.34,5,45418.87,3.6,42164,873,3438,2018-10-23,5,3942.06,12,Black,N/A,0,False,"COD,UPI,CARD",4396.519187249555,53.05,3.62
FKP0040922,Dell Model 563,Appliances,Dell,SmartDeals,Ahmedabad,28504.8,50,14252.4,3.1,41304,4,525,2020-05-05,10,1325.86,12,White,One Size,30,True,"COD,UPI,CARD",1582.8822266919522,26.41,3.4
FKP0040923,HP Ultra 22,Electronics,HP,UrbanRetails,Bengaluru,51150.53,40,30690.32,2.1,12642,518,2402,2019-09-11,4,1121.27,12,Green,One Size,10,True,"CARD,Wallet",1240.6047459737456,32.38,3.55
FKP0040924,Whirlpool Ultra 165,Electronics,Whirlpool,UrbanRetails,Ahmedabad,12456.29,30,8719.4,1.3,37619,110,897,2018-06-05,3,894.44,24,Green,S,0,False,"COD,CARD",1087.5517909176763,33.96,4.76
FKP0040925,Dell Ultra 411,Beauty,Dell,BestBuy,Bengaluru,26241.97,15,22305.67,2.4,19693,983,3390,2018-02-04,7,3735.11,6,Blue,N/A,10,True,"COD,UPI,CARD",4087.3971098032366,41.46,3.38
FKP0040926,Philips Series 339,Beauty,Philips,SuperMart,Delhi,27451.43,5,26078.86,4.1,32210,550,4904,2018-09-07,1,272.12,6,Black,One Size,0,False,"COD,UPI,CARD",313.0581172388431,92.62,3.98
FKP0040927,Reebok Edition 171,Beauty,Reebok,UrbanRetails,Ahmedabad,50124.72,30,35087.3,1.8,23701,27,2427,2019-06-14,1,3179.68,36,Grey,One Size,10,True,"UPI,CARD",3974.5509612367723,95.16,3.41
FKP0040928,Sony Prime 632,Beauty,Sony,UrbanRetails,Mumbai,43624.88,15,37081.15,1.5,26966,375,3369,2021-07-26,1,4680.27,24,Grey,S,7,True,"UPI,CARD",5251.2639866277195,90.92,4.26
FKP0040929,Philips Ultra 724,Fashion,Philips,BestBuy,Mumbai,26698.73,5,25363.79,3.1,31316,748,793,2019-07-17,3,3719.8,24,Gold,N/A,7,True,"CARD,Wallet",4614.338954727609,94.67,4.87
FKP0040930,Adidas Edition 356,Appliances,Adidas,ValueKart,Ahmedabad,28028.09,50,14014.04,1.8,33509,856,1740,2023-05-06,1,538.43,12,Gold,S,30,True,"COD,CARD",671.1377281416608,62.5,4.24
FKP0040931,Nike Model 102,Appliances,Nike,RetailHub,Chennai,17490.82,50,8745.41,2.3,6659,692,4289,2022-06-27,5,3481.44,6,Red,M,30,True,"CARD,Wallet",3741.921121347486,39.5,4.61
FKP0040932,Whirlpool Model 932,Home & Kitchen,Whirlpool,MegaStore,Delhi,55346.78,30,38742.75,4.7,39981,73,1041,2018-10-17,6,3036.13,12,Red,N/A,7,True,"COD,UPI,CARD",3522.32039247417,31.04,4.15
FKP0040933,HP Edition 401,Beauty,HP,QuickShop,Pune,4949.15,50,2474.57,4.4,48404,146,1837,2019-01-29,11,2030.01,24,Silver,One Size,15,True,"COD,CARD",2520.9225061821994,78.93,3.47
FKP0040934,Boat Ultra 299,Mobiles,Boat,QuickShop,Mumbai,58671.42,30,41069.99,1.3,40950,476,481,2023-01-06,7,3027.16,6,Black,M,7,True,"COD,CARD",3758.725637803386,23.7,3.19
FKP0040935,Boat Prime 718,Appliances,Boat,UrbanRetails,Hyderabad,35817.2,10,32235.48,2.0,659,10,1260,2018-01-12,9,1235.57,24,Red,S,0,False,"COD,UPI,CARD",1477.875144738816,17.69,4.19
FKP0040936,Philips Prime 457,Electronics,Philips,RetailHub,Ahmedabad,1599.38,20,1279.5,3.5,23299,12,3646,2020-01-14,1,2500.65,24,Silver,One Size,7,True,"CARD,Wallet",2918.637349851056,50.59,4.82
FKP0040937,Redmi Model 736,Sports,Redmi,MegaStore,Ahmedabad,49918.76,50,24959.38,2.8,599,163,4768,2020-02-20,3,198.81,6,Black,S,7,True,"COD,UPI,CARD",238.8269310886807,30.75,4.55
FKP0040938,Boat Ultra 624,Beauty,Boat,ValueKart,Bengaluru,41395.23,20,33116.18,3.7,13690,84,1315,2022-08-12,3,441.75,36,Blue,L,0,False,"CARD,Wallet",515.2954995600338,20.08,4.1
FKP0040939,Adidas Series 221,Mobiles,Adidas,QuickShop,Hyderabad,53402.54,5,50732.41,3.5,16444,143,3770,2020-03-10,3,4615.84,0,White,L,30,True,"COD,UPI,CARD",5210.773358213781,14.88,3.05
FKP0040940,Puma Ultra 897,Fashion,Puma,SuperMart,Pune,4502.27,30,3151.59,2.4,307,637,4839,2022-05-25,4,476.01,0,Red,One Size,15,True,"UPI,CARD",557.8304460925782,70.64,4.4
FKP0040941,Boat Series 218,Mobiles,Boat,QuickShop,Ahmedabad,54951.48,20,43961.18,4.3,5275,126,2641,2019-11-23,7,301.68,6,Blue,S,7,True,"CARD,Wallet",344.0074434367685,2.17,3.36
FKP0040942,Redmi Prime 749,Sports,Redmi,QuickShop,Hyderabad,20098.14,10,18088.33,2.5,10542,629,347,2022-03-27,3,2051.87,0,Black,M,10,True,"COD,CARD",2255.4293335702646,12.69,3.11
FKP0040943,Puma Prime 252,Sports,Puma,UrbanRetails,Mumbai,28947.24,30,20263.07,2.2,13027,356,3512,2020-06-15,8,645.75,12,Grey,XL,0,False,"CARD,Wallet",772.6486197144328,70.76,3.21
FKP0040944,Puma Series 360,Mobiles,Puma,QuickShop,Bengaluru,44912.71,50,22456.36,2.5,44981,895,3513,2020-07-14,7,276.34,12,Green,M,0,False,"COD,UPI,CARD",326.60631927847515,6.93,3.38
FKP0040945,Apple Series 748,Fashion,Apple,QuickShop,Ahmedabad,11104.7,30,7773.29,2.2,21452,372,4704,2020-05-12,10,2397.1,0,Blue,One Size,15,True,"COD,CARD",2981.486945131753,40.58,3.33
FKP0040946,Puma Ultra 437,Appliances,Puma,UrbanRetails,Kolkata,6473.11,30,4531.18,2.8,42887,606,795,2018-01-26,3,3047.95,12,Grey,XL,7,True,"COD,UPI,CARD",3791.9055886255614,61.51,4.3
FKP0040947,Reebok Model 145,Sports,Reebok,BestBuy,Hyderabad,26726.91,0,26726.91,4.1,28365,770,3856,2022-01-30,8,2698.94,24,Grey,One Size,10,True,"COD,CARD",2905.5441427837163,85.31,3.04
FKP0040948,HP Ultra 214,Fashion,HP,MegaStore,Bengaluru,8022.62,30,5615.83,3.2,46137,739,3933,2022-04-16,5,1645.62,24,White,One Size,10,True,"COD,UPI,CARD",1802.7270690472053,50.84,3.74
FKP0040949,Prestige Edition 66,Electronics,Prestige,RetailHub,Hyderabad,30111.19,20,24088.95,3.7,18315,867,418,2020-04-07,10,1445.18,12,Gold,XL,15,True,"CARD,Wallet",1597.0974047218738,8.73,4.73
FKP0040950,Samsung Series 964,Beauty,Samsung,QuickShop,Ahmedabad,747.79,40,448.67,4.7,24978,814,3128,2018-08-10,2,2234.28,36,Silver,One Size,0,False,"COD,UPI,CARD",2772.611226272929,89.9,4.66
FKP0040951,Nike Ultra 204,Sports,Nike,ValueKart,Bengaluru,37466.29,40,22479.77,3.7,11313,200,204,2021-07-18,7,2590.35,36,Black,One Size,7,True,"UPI,CARD",2777.5664067833804,6.37,4.73
FKP0040952,Adidas Prime 629,Mobiles,Adidas,RetailHub,Delhi,40794.47,30,28556.13,2.8,48662,704,1159,2021-07-30,4,703.45,6,Grey,M,10,True,"COD,UPI,CARD",851.2011565056307,78.56,3.67
FKP0040953,Boat Prime 489,Appliances,Boat,QuickShop,Pune,26379.99,0,26379.99,1.2,30049,239,4924,2018-11-06,2,3869.32,6,Green,One Size,10,True,"COD,UPI,CARD",4768.76431707001,18.16,4.48
FKP0040954,Puma Ultra 317,Home & Kitchen,Puma,QuickShop,Pune,23218.25,40,13930.95,1.3,30579,105,1689,2020-01-02,4,579.79,24,Gold,One Size,0,False,"COD,UPI,CARD",649.2741971821624,93.99,4.25
FKP0040955,Reebok Ultra 279,Home & Kitchen,Reebok,BestBuy,Mumbai,58552.57,0,58552.57,3.2,44849,743,28,2018-09-12,7,833.47,12,Silver,M,7,True,"CARD,Wallet",1014.7730716044471,25.36,4.22
FKP0040956,Nike Model 880,Toys,Nike,SmartDeals,Delhi,34051.0,20,27240.8,4.8,3521,562,876,2020-09-22,9,2292.52,12,White,XL,15,True,"UPI,CARD",2520.076872791029,53.07,4.4
FKP0040957,Apple Model 31,Electronics,Apple,SuperMart,Bengaluru,56648.6,0,56648.6,2.0,41263,569,4959,2019-06-13,6,4585.35,24,Red,M,15,True,"UPI,CARD",4855.149552388386,90.23,4.89
FKP0040958,Sony Edition 525,Home & Kitchen,Sony,MegaStore,Mumbai,13656.66,40,8194.0,1.4,41951,585,723,2019-05-03,10,739.28,12,Silver,XL,15,True,"COD,UPI,CARD",881.7139564084065,69.65,4.48
FKP0040959,Samsung Prime 939,Electronics,Samsung,RetailHub,Mumbai,44360.64,30,31052.45,3.3,38286,196,2731,2019-09-11,8,1847.47,12,White,S,0,False,"UPI,CARD",2075.4461962615433,77.78,3.27
FKP0040960,Sony Prime 529,Appliances,Sony,QuickShop,Ahmedabad,35841.02,40,21504.61,4.2,36711,509,4398,2018-12-20,6,2642.84,24,Blue,M,7,True,"COD,UPI,CARD",2799.4195188609956,9.94,4.94
FKP0040961,Adidas Edition 931,Beauty,Adidas,RetailHub,Pune,57348.86,5,54481.42,3.1,25718,80,962,2018-09-13,4,4790.02,0,Grey,S,7,True,"CARD,Wallet",5411.687928305006,21.4,3.68
FKP0040962,Whirlpool Ultra 64,Toys,Whirlpool,BestBuy,Chennai,3773.85,50,1886.92,2.6,36333,498,4052,2018-02-27,9,3587.01,24,Green,M,30,True,"COD,UPI,CARD",4244.857641511128,21.21,3.63
FKP0040963,Samsung Edition 790,Electronics,Samsung,BestBuy,Kolkata,47582.75,50,23791.38,1.4,8703,990,4361,2021-01-13,7,1448.34,12,Black,M,10,True,"COD,CARD",1528.1393259385966,21.9,4.9
FKP0040964,Philips Model 797,Fashion,Philips,MegaStore,Delhi,37729.59,5,35843.11,3.0,46431,275,1774,2019-09-30,8,2158.91,36,Blue,XL,0,False,"COD,UPI,CARD",2305.633234797852,17.43,3.25
FKP0040965,Apple Model 870,Fashion,Apple,BestBuy,Hyderabad,52123.45,50,26061.72,4.7,9387,193,2917,2019-04-26,3,3472.61,0,Silver,S,30,True,"CARD,Wallet",4128.67519958856,64.18,4.2
FKP0040966,Boat Series 452,Toys,Boat,RetailHub,Ahmedabad,46167.84,50,23083.92,4.7,38998,557,4501,2021-06-17,10,4134.53,12,Black,N/A,7,True,"UPI,CARD",4810.129695709268,10.94,4.19
FKP0040967,Reebok Ultra 509,Appliances,Reebok,SuperMart,Mumbai,5004.51,5,4754.28,3.8,28383,314,4877,2021-01-03,3,4665.01,36,Black,One Size,7,True,"CARD,Wallet",5093.624669068562,88.18,4.45
FKP0040968,Boat Ultra 53,Appliances,Boat,RetailHub,Hyderabad,48588.14,0,48588.14,3.1,46236,483,3252,2022-09-02,2,3715.69,24,Black,One Size,15,True,"CARD,Wallet",4537.157940498986,57.36,4.55
FKP0040969,Philips Ultra 527,Fashion,Philips,RetailHub,Ahmedabad,20328.32,30,14229.82,4.9,49346,877,329,2020-11-14,4,199.26,24,Blue,One Size,0,False,"COD,UPI,CARD",240.10698517515158,14.49,3.23
FKP0040970,Reebok Series 747,Sports,Reebok,SuperMart,Pune,53666.06,10,48299.45,2.2,13377,365,4299,2023-03-24,5,3225.35,12,Gold,L,30,True,"UPI,CARD",3496.073666289779,40.44,4.41
FKP0040971,Whirlpool Edition 998,Fashion,Whirlpool,MegaStore,Delhi,34071.78,10,30664.6,2.8,3779,12,2992,2021-02-26,10,2327.79,12,Red,One Size,0,False,"UPI,CARD",2717.916222683193,9.51,3.89
FKP0040972,Boat Ultra 629,Fashion,Boat,BestBuy,Chennai,4203.78,40,2522.27,2.2,36776,710,621,2022-12-15,9,2066.8,6,Red,One Size,10,True,"UPI,CARD",2541.5827716929034,7.34,4.33
FKP0040973,Reebok Prime 581,Appliances,Reebok,ValueKart,Mumbai,17444.8,0,17444.8,3.4,39029,763,4602,2019-02-14,3,1652.94,6,White,One Size,0,False,"CARD,Wallet",1935.182343880063,38.32,4.74
FKP0040974,Samsung Prime 504,Fashion,Samsung,MegaStore,Chennai,58347.69,40,35008.61,3.9,29561,675,3033,2021-11-30,4,2043.88,12,Gold,L,15,True,"UPI,CARD",2507.2778421711027,13.86,3.55
FKP0040975,Puma Prime 53,Fashion,Puma,QuickShop,Ahmedabad,44540.64,0,44540.64,4.8,15790,350,1007,2023-05-21,9,4034.95,0,Black,L,30,True,"CARD,Wallet",4946.345090636947,3.02,4.63
FKP0040976,Samsung Model 620,Sports,Samsung,QuickShop,Kolkata,46108.05,10,41497.25,1.0,45482,167,1288,2021-03-07,2,4883.11,24,Silver,L,10,True,"UPI,CARD",5943.088378419989,18.04,4.49
FKP0040977,Boat Ultra 182,Fashion,Boat,UrbanRetails,Pune,52698.31,10,47428.48,3.7,1851,205,3694,2018-02-24,4,3861.67,0,Gold,N/A,30,True,"COD,UPI,CARD",4120.042322398518,57.98,4.12
FKP0040978,Samsung Series 52,Fashion,Samsung,UrbanRetails,Chennai,29919.8,40,17951.88,1.7,10254,719,2122,2019-05-25,2,4454.32,0,White,M,7,True,"COD,CARD",5380.402980624226,38.1,3.95
FKP0040979,Puma Prime 705,Beauty,Puma,SuperMart,Ahmedabad,9159.82,0,9159.82,2.3,5340,103,4709,2021-12-14,7,766.95,6,Gold,L,10,True,"UPI,CARD",846.9083437803799,61.01,4.9
FKP0040980,Philips Model 742,Appliances,Philips,RetailHub,Bengaluru,40203.44,0,40203.44,2.5,18251,344,1055,2018-07-25,8,1782.76,36,Black,S,7,True,"COD,UPI,CARD",2000.1530708203256,43.05,4.03
FKP0040981,Sony Ultra 130,Appliances,Sony,SuperMart,Chennai,32498.45,0,32498.45,2.3,12484,621,3836,2020-06-10,7,279.89,0,Red,N/A,7,True,"CARD,Wallet",328.7534665142337,12.63,3.4
FKP0040982,Redmi Model 623,Sports,Redmi,RetailHub,Kolkata,57309.79,40,34385.87,3.5,45056,872,3924,2021-05-23,8,759.94,24,Gold,S,30,True,"CARD,Wallet",838.1605476976583,77.63,4.4
FKP0040983,Boat Edition 726,Fashion,Boat,SmartDeals,Pune,2822.25,0,2822.25,3.8,24860,815,4871,2020-04-23,1,3973.44,12,Black,M,10,True,"COD,CARD",4562.011862980671,8.94,3.37
FKP0040984,Whirlpool Ultra 639,Electronics,Whirlpool,QuickShop,Kolkata,56188.48,20,44950.78,4.2,20681,520,3948,2019-06-20,6,964.27,6,Silver,M,0,False,"UPI,CARD",1055.3022836712862,15.04,4.73
FKP0040985,Apple Prime 104,Toys,Apple,UrbanRetails,Hyderabad,39334.01,0,39334.01,3.5,35876,964,3094,2020-03-09,3,899.31,6,Black,S,10,True,"COD,UPI,CARD",1090.7447106192344,49.85,4.49
FKP0040986,Puma Prime 563,Appliances,Puma,SmartDeals,Chennai,50781.37,5,48242.3,3.5,2872,291,3661,2020-06-03,9,930.06,36,Silver,S,15,True,"CARD,Wallet",1061.5971345128178,41.05,4.37
FKP0040987,Dell Ultra 869,Beauty,Dell,UrbanRetails,Bengaluru,51811.44,15,44039.72,1.4,12786,947,4302,2023-04-24,6,2797.92,12,Black,M,0,False,"CARD,Wallet",3201.892387426025,42.17,3.7
FKP0040988,Reebok Model 750,Sports,Reebok,QuickShop,Delhi,54224.32,5,51513.1,1.3,6802,528,3346,2020-11-24,7,2069.63,12,Gold,N/A,0,False,"COD,UPI,CARD",2186.6197911192203,42.28,3.05
FKP0040989,Boat Ultra 852,Home & Kitchen,Boat,RetailHub,Ahmedabad,9081.34,50,4540.67,3.0,16831,456,3762,2018-01-22,2,3738.88,0,Black,N/A,10,True,"UPI,CARD",4654.945229224118,85.61,3.17
FKP0040990,Sony Model 719,Mobiles,Sony,ValueKart,Ahmedabad,43024.96,15,36571.22,1.5,30310,575,120,2022-04-18,1,310.25,36,White,N/A,30,True,"COD,UPI,CARD",365.28740287030837,88.0,3.88
FKP0040991,Philips Ultra 654,Sports,Philips,SmartDeals,Kolkata,47707.73,40,28624.64,1.9,45190,751,820,2023-05-05,8,1952.05,6,Grey,M,7,True,"COD,CARD",2404.2054455143416,91.99,4.61
FKP0040992,Redmi Edition 916,Toys,Redmi,SmartDeals,Mumbai,3402.72,40,2041.63,2.4,31532,464,2854,2018-11-04,7,3831.28,0,Grey,L,7,True,"CARD,Wallet",4737.028972735528,80.62,3.49
FKP0040993,Samsung Series 298,Beauty,Samsung,UrbanRetails,Kolkata,39117.39,10,35205.65,4.3,17651,570,4567,2022-08-19,4,3844.27,24,Black,S,7,True,"CARD,Wallet",4795.610895835578,92.43,4.89
FKP0040994,Whirlpool Series 896,Fashion,Whirlpool,BestBuy,Delhi,29737.93,15,25277.24,4.3,31738,750,3369,2022-08-28,5,3607.02,36,White,XL,7,True,"CARD,Wallet",4450.222784695509,27.84,4.03
FKP0040995,Apple Model 237,Beauty,Apple,ValueKart,Bengaluru,551.67,20,441.34,2.6,30205,675,1653,2020-03-14,6,2677.42,0,Gold,L,7,True,"UPI,CARD",3183.7245122656177,6.8,3.37
FKP0040996,Boat Ultra 90,Mobiles,Boat,QuickShop,Kolkata,11406.43,10,10265.79,1.7,18141,877,1876,2021-09-23,1,2546.57,6,Black,One Size,7,True,"CARD,Wallet",3029.6065090955926,53.11,3.56
FKP0040997,LG Ultra 104,Mobiles,LG,MegaStore,Ahmedabad,59650.57,20,47720.46,1.3,6281,835,2347,2022-11-07,3,1733.85,12,Grey,S,30,True,"CARD,Wallet",1978.377083555171,93.26,3.19
FKP0040998,Dell Edition 214,Sports,Dell,SuperMart,Hyderabad,38899.95,0,38899.95,1.5,24584,411,130,2022-02-06,10,339.42,6,White,M,10,True,"COD,UPI,CARD",396.81833592950585,38.89,4.68
FKP0040999,HP Series 707,Fashion,HP,SuperMart,Mumbai,27128.26,50,13564.13,4.2,36817,234,475,2021-02-10,7,3992.56,24,Blue,XL,30,True,"COD,UPI,CARD",4919.126418425154,31.76,4.81
FKP0041000,Nike Ultra 886,Fashion,Nike,MegaStore,Hyderabad,24374.29,5,23155.58,4.7,25960,960,2591,2020-08-31,11,2754.96,24,Silver,XL,15,True,"CARD,Wallet",3104.6895046295003,4.75,4.1
FKP0041001,Redmi Prime 942,Electronics,Redmi,UrbanRetails,Ahmedabad,24521.0,20,19616.8,1.2,45773,264,4569,2019-08-21,9,1987.43,24,Grey,S,0,False,"UPI,CARD",2137.506895175433,78.66,3.86
FKP0041002,HP Ultra 158,Mobiles,HP,SuperMart,Delhi,10045.74,10,9041.17,1.2,47151,248,1984,2022-03-02,10,2918.12,6,Green,One Size,7,True,"CARD,Wallet",3620.574936240873,29.57,3.18
FKP0041003,Puma Model 840,Fashion,Puma,SmartDeals,Mumbai,5151.59,30,3606.11,4.7,6626,992,1157,2021-02-19,11,1944.6,12,Blue,M,10,True,"UPI,CARD",2367.292414652172,38.91,4.36
FKP0041004,Samsung Prime 409,Mobiles,Samsung,RetailHub,Hyderabad,33873.57,0,33873.57,2.4,34913,669,1982,2019-12-09,9,1586.58,36,Blue,M,30,True,"UPI,CARD",1928.2824612552165,87.31,4.93
FKP0041005,Puma Series 397,Appliances,Puma,BestBuy,Pune,28507.33,40,17104.4,5.0,37653,114,764,2018-08-16,8,4145.77,6,Blue,One Size,15,True,"COD,CARD",4876.201603962446,46.42,3.3
FKP0041006,Sony Edition 112,Electronics,Sony,RetailHub,Mumbai,59868.54,50,29934.27,3.0,10976,704,793,2021-07-13,8,829.48,36,Red,One Size,0,False,"UPI,CARD",908.2049116460772,61.69,4.32
FKP0041007,Whirlpool Prime 108,Home & Kitchen,Whirlpool,ValueKart,Delhi,18214.85,20,14571.88,1.6,22094,936,837,2021-07-07,7,2802.52,6,Blue,S,15,True,"COD,UPI,CARD",3083.17915206629,28.65,3.34
FKP0041008,Apple Series 353,Mobiles,Apple,RetailHub,Ahmedabad,23329.46,50,11664.73,4.5,21982,461,3176,2018-07-30,6,1133.4,24,White,N/A,10,True,"UPI,CARD",1376.3103893801267,94.87,4.38
FKP0041009,Redmi Model 560,Appliances,Redmi,MegaStore,Hyderabad,46628.69,50,23314.34,3.4,24237,310,4116,2020-07-01,5,1580.14,24,Silver,One Size,15,True,"UPI,CARD",1956.0777675971049,4.25,3.04
FKP0041010,Dell Edition 292,Appliances,Dell,SmartDeals,Ahmedabad,3346.36,0,3346.36,4.5,39998,558,3553,2022-08-21,8,2139.56,0,Black,One Size,15,True,"UPI,CARD",2407.7936410981965,84.59,4.74
FKP0041011,Redmi Ultra 576,Appliances,Redmi,SuperMart,Kolkata,53534.19,0,53534.19,1.7,14008,202,4831,2022-12-14,3,3215.96,36,Silver,N/A,0,False,"COD,CARD",3733.194163765285,64.0,3.14
FKP0041012,Dell Ultra 356,Electronics,Dell,BestBuy,Pune,16747.69,50,8373.84,5.0,41227,330,1344,2020-05-18,6,1465.61,12,Blue,XL,7,True,"CARD,Wallet",1690.7224388800646,79.69,4.54
FKP0041013,Prestige Ultra 584,Electronics,Prestige,RetailHub,Mumbai,51314.25,15,43617.11,4.8,32718,733,2027,2021-09-20,11,2669.27,24,Green,L,15,True,"COD,UPI,CARD",2909.8313544409225,35.02,4.61
FKP0041014,Philips Model 58,Toys,Philips,SuperMart,Mumbai,54694.85,50,27347.42,2.7,37284,637,4756,2023-05-05,6,1624.29,36,Blue,M,10,True,"CARD,Wallet",1893.2779148421992,87.39,3.72
FKP0041015,Samsung Prime 361,Electronics,Samsung,RetailHub,Hyderabad,14048.99,15,11941.64,4.0,47746,757,1528,2022-01-01,2,1215.5,24,Gold,L,15,True,"UPI,CARD",1444.3387231905294,84.88,3.62
FKP0041016,Apple Ultra 176,Beauty,Apple,ValueKart,Delhi,37371.94,10,33634.75,2.8,32772,675,1467,2021-12-06,2,3002.83,24,Grey,S,10,True,"COD,UPI,CARD",3361.283446907298,29.4,4.79
FKP0041017,Nike Model 829,Sports,Nike,ValueKart,Bengaluru,7774.54,50,3887.27,4.5,15739,62,3283,2020-05-24,9,4609.96,0,Red,XL,0,False,"COD,UPI,CARD",5657.541795144771,94.21,4.99
FKP0041018,Apple Ultra 418,Fashion,Apple,SmartDeals,Mumbai,56032.14,5,53230.53,4.9,39422,188,4011,2018-08-23,8,4356.54,36,Red,XL,15,True,"COD,UPI,CARD",5337.5250160483865,51.46,4.38
FKP0041019,Reebok Ultra 256,Mobiles,Reebok,RetailHub,Hyderabad,21257.04,15,18068.48,4.3,33942,595,4791,2018-10-29,8,868.88,6,Gold,L,0,False,"CARD,Wallet",951.2556911289867,59.19,4.03
FKP0041020,Philips Ultra 200,Sports,Philips,BestBuy,Hyderabad,38297.31,5,36382.44,5.0,45213,588,1686,2019-07-29,11,3688.35,12,Gold,M,0,False,"COD,UPI,CARD",3949.9283294661864,48.35,4.91
FKP0041021,Dell Edition 683,Beauty,Dell,SuperMart,Ahmedabad,39849.8,10,35864.82,4.5,36412,94,3290,2020-10-03,10,546.56,36,Blue,L,7,True,"COD,UPI,CARD",603.8379176433316,72.79,3.34
FKP0041022,Philips Edition 132,Mobiles,Philips,QuickShop,Pune,35974.54,20,28779.63,1.8,16842,961,1173,2023-05-14,9,3508.08,0,Silver,One Size,7,True,"UPI,CARD",3858.0999359684088,31.76,3.03
FKP0041023,Adidas Edition 124,Sports,Adidas,SuperMart,Hyderabad,50968.89,50,25484.44,3.8,19481,503,2009,2022-06-30,3,4919.53,12,White,XL,30,True,"COD,UPI,CARD",5746.222398279699,8.1,4.23
FKP0041024,Apple Edition 618,Beauty,Apple,ValueKart,Bengaluru,11070.66,0,11070.66,1.5,26066,850,2511,2022-06-22,5,1923.21,6,Red,One Size,7,True,"COD,UPI,CARD",2156.0830875914444,87.46,4.14
FKP0041025,Puma Edition 681,Appliances,Puma,UrbanRetails,Chennai,11666.94,0,11666.94,4.6,28495,881,4183,2021-11-02,6,504.66,24,Silver,One Size,7,True,"UPI,CARD",534.4875412875947,50.07,3.69
FKP0041026,Boat Series 422,Fashion,Boat,ValueKart,Pune,21838.11,50,10919.06,2.8,12327,383,4781,2020-02-09,1,190.56,12,Gold,S,30,True,"UPI,CARD",224.56085499330482,39.73,4.76
FKP0041027,Apple Ultra 43,Electronics,Apple,UrbanRetails,Hyderabad,9953.31,50,4976.66,1.8,22081,731,1999,2023-03-02,4,3029.18,0,Silver,M,7,True,"UPI,CARD",3472.342601468816,72.55,4.01
FKP0041028,Samsung Series 312,Sports,Samsung,ValueKart,Kolkata,8768.14,10,7891.33,2.8,379,462,421,2021-08-08,6,4639.27,12,Silver,M,0,False,"COD,CARD",5517.036362461197,99.86,4.58
FKP0041029,Reebok Model 475,Appliances,Reebok,SuperMart,Ahmedabad,7474.0,0,7474.0,2.1,6224,967,3373,2021-02-03,4,541.23,0,Red,One Size,10,True,"COD,CARD",625.6236165226309,47.51,3.6
FKP0041030,Prestige Edition 827,Sports,Prestige,BestBuy,Bengaluru,16252.86,0,16252.86,3.8,26696,919,3937,2019-10-30,4,2147.78,36,Blue,S,15,True,"UPI,CARD",2282.827320974656,57.61,4.49
FKP0041031,LG Model 710,Appliances,LG,QuickShop,Chennai,44608.65,20,35686.92,4.6,24308,733,4099,2022-05-28,4,2286.21,36,Black,S,10,True,"CARD,Wallet",2845.60840025993,66.7,4.58
FKP0041032,Puma Edition 698,Mobiles,Puma,UrbanRetails,Bengaluru,6626.89,0,6626.89,4.1,19142,170,1058,2021-11-15,1,1704.18,36,Gold,L,0,False,"UPI,CARD",1798.2320527202003,23.41,4.69
FKP0041033,Philips Prime 172,Electronics,Philips,ValueKart,Hyderabad,42541.82,20,34033.46,3.8,39681,801,3803,2021-04-14,10,1431.36,6,Green,XL,0,False,"UPI,CARD",1612.7515534997515,16.01,4.87
FKP0041034,Dell Ultra 160,Toys,Dell,QuickShop,Mumbai,30891.75,40,18535.05,1.8,24435,221,4246,2020-07-23,5,1152.82,12,Black,XL,30,True,"COD,CARD",1271.3070558178295,6.51,4.49
FKP0041035,Nike Series 28,Fashion,Nike,BestBuy,Hyderabad,53033.99,20,42427.19,3.6,17684,722,2864,2020-02-14,1,336.93,0,White,S,10,True,"COD,UPI,CARD",362.61770594299435,92.06,4.95
FKP0041036,Puma Ultra 331,Appliances,Puma,BestBuy,Kolkata,40485.11,20,32388.09,2.6,22928,424,3154,2020-05-21,1,1580.6,6,White,S,0,False,"CARD,Wallet",1684.554719937185,54.87,3.35
FKP0041037,Samsung Series 241,Mobiles,Samsung,RetailHub,Kolkata,36546.3,20,29237.04,1.5,20587,955,1754,2019-09-11,7,649.92,6,Blue,One Size,30,True,"COD,CARD",728.0787538418438,16.19,3.79
FKP0041038,Dell Series 625,Home & Kitchen,Dell,SuperMart,Kolkata,44986.33,40,26991.8,4.4,26900,279,668,2022-05-27,5,4994.01,36,White,S,15,True,"COD,UPI,CARD",5839.547394509143,41.89,3.4
